source_url,title,authors,journal_info,abstract_url
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=1,Deep-learningseismology.,"Mousavi SM, Beroza GC.",Science. 2022 Aug 12;377(6607):eabm4470. doi: 10.1126/science.abm4470. Epub 2022 Aug 12.,https://pubmed.ncbi.nlm.nih.gov/35951699/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=114,Addressing imbalance in health data: Synthetic minority oversampling usingdeeplearning.,"Wang AX, Le VT, Trung HN, Nguyen BP.",Comput Biol Med. 2025 Apr;188:109830. doi: 10.1016/j.compbiomed.2025.109830. Epub 2025 Feb 20.,https://pubmed.ncbi.nlm.nih.gov/39983361/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,An Enhanced Classification Framework for Limited IoHT Time Series Data Using EnsembleDeepLearningand Image Encoding.,"Indrasiri PL, Kashyap B, Pathirana PN.",Annu Int Conf IEEE Eng Med Biol Soc. 2023 Jul;2023:1-4. doi: 10.1109/EMBC40787.2023.10341070.,https://pubmed.ncbi.nlm.nih.gov/38083542/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,Gold-viral particle identification bydeeplearningin wide-field photon scattering parametric images.,"Zhao H, Ni B, Jin X, Zhang H, Hou JJ, Hou L, Marsh JH, Dong L, Li S, Gao XW, Shi D, Liu X, Xiong J.",Appl Opt. 2022 Jan 10;61(2):546-553. doi: 10.1364/AO.445953.,https://pubmed.ncbi.nlm.nih.gov/35200896/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,DeepLearningfor HDR Imaging: State-of-the-Art and Future Trends.,"Wang L, Yoon KJ.",IEEE Trans Pattern Anal Mach Intell. 2022 Dec;44(12):8874-8895. doi: 10.1109/TPAMI.2021.3123686. Epub 2022 Nov 7.,https://pubmed.ncbi.nlm.nih.gov/34714739/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,"Deeplearning-based natural language processing in ophthalmology: applications, challenges and future directions.","Yang LWY, Ng WY, Foo LL, Liu Y, Yan M, Lei X, Zhang X, Ting DSW.",Curr Opin Ophthalmol. 2021 Sep 1;32(5):397-405. doi: 10.1097/ICU.0000000000000789.,https://pubmed.ncbi.nlm.nih.gov/34324453/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,ImJoy: an open-source computational platform for thedeeplearningera.,"Ouyang W, Mueller F, Hjelmare M, Lundberg E, Zimmer C.",Nat Methods. 2019 Dec;16(12):1199-1200. doi: 10.1038/s41592-019-0627-0.,https://pubmed.ncbi.nlm.nih.gov/31780825/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,A review of classification algorithms for EEG-based brain-computer interfaces: a 10 year update.,"Lotte F, Bougrain L, Cichocki A, Clerc M, Congedo M, Rakotomamonjy A, Yger F.",J Neural Eng. 2018 Jun;15(3):031005. doi: 10.1088/1741-2552/aab2f2. Epub 2018 Feb 28.,https://pubmed.ncbi.nlm.nih.gov/29488902/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,DeepGaze III: Modeling free-viewing human scanpaths withdeeplearning.,"Kümmerer M, Bethge M, Wallis TSA.",J Vis. 2022 Apr 6;22(5):7. doi: 10.1167/jov.22.5.7.,https://pubmed.ncbi.nlm.nih.gov/35472130/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,DeepLearningfor Premature Ventricular Contraction-Cardiomyopathy: Are We DiggingDeepEnough?,"Kowlgi GN, Attia ZI, Asirvatham SJ.",JACC Clin Electrophysiol. 2023 Aug;9(8 Pt 2):1452-1454. doi: 10.1016/j.jacep.2023.07.003.,https://pubmed.ncbi.nlm.nih.gov/37611994/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,Method for quantifying the reaction degree of slag in alkali-activated cements usingdeeplearning-based electron microscopy image analysis.,"Teck P, Snellings R, Elsen J.",J Microsc. 2022 May;286(2):174-178. doi: 10.1111/jmi.13094. Epub 2022 Mar 17.,https://pubmed.ncbi.nlm.nih.gov/35271748/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=115,Optimal vocabulary selection approaches for privacy-preservingdeepNLP model training for information extraction and cancer epidemiology.,"Yoon HJ, Stanley C, Christian JB, Klasky HB, Blanchard AE, Durbin EB, Wu XC, Stroup A, Doherty J, Schwartz SM, Wiggins C, Damesyn M, Coyle L, Tourassi GD.",Cancer Biomark. 2022;33(2):185-198. doi: 10.3233/CBM-210306.,https://pubmed.ncbi.nlm.nih.gov/35213361/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,DeepLearningin Drug Target Interaction Prediction: Current and Future Perspectives.,"Abbasi K, Razzaghi P, Poso A, Ghanbari-Ara S, Masoudi-Nejad A.",Curr Med Chem. 2021;28(11):2100-2113. doi: 10.2174/0929867327666200907141016.,https://pubmed.ncbi.nlm.nih.gov/32895036/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,Pulmonary nodule volumetric accuracy of adeeplearning-based reconstruction algorithm in low-dose computed tomography: A phantom study.,"Watanabe S, Sakaguchi K, Kitaguchi S, Ishii K.",Phys Med. 2022 Dec;104:1-9. doi: 10.1016/j.ejmp.2022.10.024. Epub 2022 Nov 5.,https://pubmed.ncbi.nlm.nih.gov/36347080/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,Deeplearningfor plant genomics and crop improvement.,"Wang H, Cimen E, Singh N, Buckler E.",Curr Opin Plant Biol. 2020 Apr;54:34-41. doi: 10.1016/j.pbi.2019.12.010. Epub 2020 Jan 24.,https://pubmed.ncbi.nlm.nih.gov/31986354/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,Power Equipment Fault Diagnosis Method Based on Energy Spectrogram andDeepLearning.,"Liu Y, Li F, Guan Q, Zhao Y, Yan S.",Sensors (Basel). 2022 Sep 27;22(19):7330. doi: 10.3390/s22197330.,https://pubmed.ncbi.nlm.nih.gov/36236431/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,DD-GUI: a graphical user interface fordeeplearning-accelerated virtual screening of large chemical libraries (DeepDocking).,"Yaacoub JC, Gleave J, Gentile F, Stern A, Cherkasov A.",Bioinformatics. 2022 Jan 27;38(4):1146-1148. doi: 10.1093/bioinformatics/btab771.,https://pubmed.ncbi.nlm.nih.gov/34788802/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,Comparative analysis of advanceddeeplearningmodels for predicting evapotranspiration based on meteorological data in bangladesh.,"Paul S, Farzana SZ, Das S, Das P, Kashem A.",Environ Sci Pollut Res Int. 2024 Oct;31(50):60041-60064. doi: 10.1007/s11356-024-35182-w. Epub 2024 Oct 4.,https://pubmed.ncbi.nlm.nih.gov/39365537/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,YAMDA: thousandfold speedup of EM-based motif discovery usingdeeplearninglibraries and GPU.,"Quang D, Guan Y, Parker SCJ.",Bioinformatics. 2018 Oct 15;34(20):3578-3580. doi: 10.1093/bioinformatics/bty396.,https://pubmed.ncbi.nlm.nih.gov/29790915/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,Artificial neural networks anddeeplearning.,"Geubbelmans M, Rousseau AJ, Burzykowski T, Valkenborg D.",Am J Orthod Dentofacial Orthop. 2024 Feb;165(2):248-251. doi: 10.1016/j.ajodo.2023.11.003.,https://pubmed.ncbi.nlm.nih.gov/38302219/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,"Editorial Comment:DeepLearningAlgorithm Outperforms a Radiologist, or Does It?",Pakkal M.,AJR Am J Roentgenol. 2022 Apr;218(4):650. doi: 10.2214/AJR.21.27102. Epub 2021 Nov 24.,https://pubmed.ncbi.nlm.nih.gov/34817196/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=116,Usingdeep-learningpredictions of inter-residue distances for model validation.,"Sánchez Rodríguez F, Chojnowski G, Keegan RM, Rigden DJ.",Acta Crystallogr D Struct Biol. 2022 Dec 1;78(Pt 12):1412-1427. doi: 10.1107/S2059798322010415. Epub 2022 Nov 25.,https://pubmed.ncbi.nlm.nih.gov/36458613/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,Deformation Analysis and Research of Building Envelope byDeepLearningTechnology under the Reinforcement of the Diaphragm Wall.,"Wang L, Zhao Q.",Comput Intell Neurosci. 2022 Sep 14;2022:9489445. doi: 10.1155/2022/9489445. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/36156955/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,Driving Behaviour Analysis Using Machine andDeepLearningMethods for Continuous Streams of Vehicular Data.,"Peppes N, Alexakis T, Adamopoulou E, Demestichas K.",Sensors (Basel). 2021 Jul 9;21(14):4704. doi: 10.3390/s21144704.,https://pubmed.ncbi.nlm.nih.gov/34300447/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,A comprehensive computational benchmark for evaluatingdeeplearning-based protein function prediction approaches.,"Wang W, Shuai Y, Yang Q, Zhang F, Zeng M, Li M.",Brief Bioinform. 2024 Jan 22;25(2):bbae050. doi: 10.1093/bib/bbae050.,https://pubmed.ncbi.nlm.nih.gov/38388682/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,DeepBBBP: High Accuracy Blood-brain-barrier Permeability Prediction with a MixedDeepLearningModel.,"Cherian Parakkal S, Datta R, Das D.",Mol Inform. 2022 Oct;41(10):e2100315. doi: 10.1002/minf.202100315. Epub 2022 Apr 25.,https://pubmed.ncbi.nlm.nih.gov/35393777/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,MSRP-TODNet: a multi-scale reinforced region wise analyser for tiny object detection.,"Bikku T, Sree KPNVS, Thota S, Kumar MK, Shanmugasundaram P.",BMC Res Notes. 2025 Apr 30;18(1):200. doi: 10.1186/s13104-025-07263-7.,https://pubmed.ncbi.nlm.nih.gov/40307915/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,"Editorial for ""Top 10 Reviewer Critiques of Radiology Artificial Intelligence (AI) Articles: Qualitative Thematic Analysis of Reviewer Critiques of MachineLearning/DeepLearningManuscripts Submitted to JMRI"".",Nencka AS.,J Magn Reson Imaging. 2020 Jul;52(1):255-256. doi: 10.1002/jmri.27054. Epub 2020 Jan 10.,https://pubmed.ncbi.nlm.nih.gov/31922318/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,Multinomial Classification of Neurosurgical Operations Using Gradient Boosting andDeepLearningAlgorithms.,"Danilov G, Kotik K, Shifrin M, Strunina Y, Pronkina T, Tsukanova T, Nepomnyashiy V, Konovalov N, Potapov A.",Stud Health Technol Inform. 2022 Jun 29;295:418-421. doi: 10.3233/SHTI220754.,https://pubmed.ncbi.nlm.nih.gov/35773900/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,The difficulty of computing stable and accurate neural networks: On the barriers ofdeeplearningand Smale's 18th problem.,"Colbrook MJ, Antun V, Hansen AC.",Proc Natl Acad Sci U S A. 2022 Mar 22;119(12):e2107151119. doi: 10.1073/pnas.2107151119. Epub 2022 Mar 16.,https://pubmed.ncbi.nlm.nih.gov/35294283/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,DAPath: Distance-aware knowledge graph reasoning based ondeepreinforcementlearning.,"Tiwari P, Zhu H, Pandey HM.",Neural Netw. 2021 Mar;135:1-12. doi: 10.1016/j.neunet.2020.11.012. Epub 2020 Dec 5.,https://pubmed.ncbi.nlm.nih.gov/33310193/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=117,Letter to the Editor regarding 'Development of adeeplearning-based tool to assist wound classification'.,"Moses O, Qureshi M, King ICC.",J Plast Reconstr Aesthet Surg. 2023 Dec;87:215-216. doi: 10.1016/j.bjps.2023.10.089. Epub 2023 Oct 18.,https://pubmed.ncbi.nlm.nih.gov/37913620/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Current directions in combining simulation-based macromolecular modeling approaches withdeeplearning.,Mulligan VK.,Expert Opin Drug Discov. 2021 Sep;16(9):1025-1044. doi: 10.1080/17460441.2021.1918097. Epub 2021 May 31.,https://pubmed.ncbi.nlm.nih.gov/33993816/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Development and evaluation of adeeplearningmodel for protein-ligand binding affinity prediction.,"Stepniewska-Dziubinska MM, Zielenkiewicz P, Siedlecki P.",Bioinformatics. 2018 Nov 1;34(21):3666-3674. doi: 10.1093/bioinformatics/bty374.,https://pubmed.ncbi.nlm.nih.gov/29757353/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Computer-aided detection and diagnosis/radiomics/machinelearning/deeplearningin medical imaging.,[No authors listed],Med Phys. 2023 Jun;50 Suppl 1:50-53. doi: 10.1002/mp.16025.,https://pubmed.ncbi.nlm.nih.gov/36416869/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,A HybridDeepLearning-Driven SDN Enabled Mechanism for Secure Communication in Internet of Things (IoT).,"Javeed D, Gao T, Khan MT, Ahmad I.",Sensors (Basel). 2021 Jul 18;21(14):4884. doi: 10.3390/s21144884.,https://pubmed.ncbi.nlm.nih.gov/34300623/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Augmentation of Electronic Medical Record Data forDeepLearning.,"Kennedy G, Dras M, Gallego B.",Stud Health Technol Inform. 2022 Jun 6;290:582-586. doi: 10.3233/SHTI220144.,https://pubmed.ncbi.nlm.nih.gov/35673083/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Development of adeeplearningmodel from breeding substrate images: a novel method for estimating the abundance of house fly (Musca domestica L.) larvae.,"Ong SQ, Ahmad H, Majid AHA.",Pest Manag Sci. 2021 Dec;77(12):5347-5355. doi: 10.1002/ps.6573. Epub 2021 Aug 4.,https://pubmed.ncbi.nlm.nih.gov/34309999/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Dive IntoDeepLearning.,Czum JM.,J Am Coll Radiol. 2020 May;17(5):637-638. doi: 10.1016/j.jacr.2020.02.005. Epub 2020 Mar 3.,https://pubmed.ncbi.nlm.nih.gov/32142636/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,Domain AdaptedDeep-Learningfor Improved Ultrasonic Crack Characterization Using Limited Experimental Data.,"Pyle RJ, Bevan RLT, Hughes RR, Ali AAS, Wilcox PD.",IEEE Trans Ultrason Ferroelectr Freq Control. 2022 Apr;69(4):1485-1496. doi: 10.1109/TUFFC.2022.3151397. Epub 2022 Mar 30.,https://pubmed.ncbi.nlm.nih.gov/35157583/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,A Comprehensive Assessment of Cultivation Environment of Top Innovative High-Level Talents Based onDeepLearningAlgorithm.,"Zhu W, Qin J.",J Environ Public Health. 2022 Sep 19;2022:4846103. doi: 10.1155/2022/4846103. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/36193412/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=118,DeepLearningMethods for Space Situational Awareness in Mega-Constellations Satellite-Based Internet of Things Networks.,"Massimi F, Ferrara P, Benedetto F.",Sensors (Basel). 2022 Dec 23;23(1):124. doi: 10.3390/s23010124.,https://pubmed.ncbi.nlm.nih.gov/36616722/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,A general optimization protocol for molecular property prediction using adeeplearningnetwork.,"Chen JH, Tseng YJ.",Brief Bioinform. 2022 Jan 17;23(1):bbab367. doi: 10.1093/bib/bbab367.,https://pubmed.ncbi.nlm.nih.gov/34498673/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,Identifying Bacteria Species on Microscopic Polyculture Images UsingDeepLearning.,"Borowa A, Rymarczyk D, Ochonska D, Sroka-Oleksiak A, Brzychczy-Wloch M, Zielinski B.",IEEE J Biomed Health Inform. 2023 Jan;27(1):121-130. doi: 10.1109/JBHI.2022.3209551. Epub 2023 Jan 4.,https://pubmed.ncbi.nlm.nih.gov/36155470/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,DeepLearningImproves the Temporal Reproducibility of Aortic Measurement.,"Bratt A, Blezek DJ, Ryan WJ, Philbrick KA, Rajiah P, Tandon YK, Walkoff LA, Cai JC, Sheedy EN, Korfiatis P, Williamson EE, Erickson BJ, Collins JD.",J Digit Imaging. 2021 Oct;34(5):1183-1189. doi: 10.1007/s10278-021-00465-y. Epub 2021 May 28.,https://pubmed.ncbi.nlm.nih.gov/34047906/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,DL-MRI: A Unified Framework ofDeepLearning-Based MRI Super Resolution.,"Liu H, Liu J, Li J, Pan JS, Yu X.",J Healthc Eng. 2021 Apr 9;2021:5594649. doi: 10.1155/2021/5594649. eCollection 2021.,https://pubmed.ncbi.nlm.nih.gov/33897991/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,DeepLearningTechniques for Medical Image Segmentation: Achievements and Challenges.,"Hesamian MH, Jia W, He X, Kennedy P.",J Digit Imaging. 2019 Aug;32(4):582-596. doi: 10.1007/s10278-019-00227-x.,https://pubmed.ncbi.nlm.nih.gov/31144149/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,Deeplearning: A game changer in drug design and development.,"Das SK, Mishra R, Samanta A, Shil D, Roy SD.",Adv Pharmacol. 2025;103:101-120. doi: 10.1016/bs.apha.2025.01.008. Epub 2025 Feb 6.,https://pubmed.ncbi.nlm.nih.gov/40175037/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,ABC-Net: a divide-and-conquer baseddeeplearningarchitecture for SMILES recognition from molecular images.,"Zhang XC, Yi JC, Yang GP, Wu CK, Hou TJ, Cao DS.",Brief Bioinform. 2022 Mar 10;23(2):bbac033. doi: 10.1093/bib/bbac033.,https://pubmed.ncbi.nlm.nih.gov/35212357/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,Eigenrank by committee: Von-Neumann entropy based data subset selection and failure prediction fordeeplearningbased medical image segmentation.,"Gaonkar B, Beckett J, Attiah M, Ahn C, Edwards M, Wilson B, Laiwalla A, Salehi B, Yoo B, Bui AAT, Macyszyn L.",Med Image Anal. 2021 Jan;67:101834. doi: 10.1016/j.media.2020.101834. Epub 2020 Oct 7.,https://pubmed.ncbi.nlm.nih.gov/33080506/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,Cooperative Object Transportation Using Curriculum-BasedDeepReinforcementLearning.,"Eoh G, Park TH.",Sensors (Basel). 2021 Jul 13;21(14):4780. doi: 10.3390/s21144780.,https://pubmed.ncbi.nlm.nih.gov/34300518/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=119,Structural health monitoring and evaluation method for an immersed tunnel based ondeeplearning.,"Wei Y, Hou J, Yang L, Li B, Ma Z, Liu Z, Sun W, Wang B.",Sci Rep. 2025 Jul 8;15(1):24393. doi: 10.1038/s41598-025-10643-5.,https://pubmed.ncbi.nlm.nih.gov/40628967/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,A novel hybrid framework for metabolic pathways prediction based on the graph attention network.,"Yang Z, Liu J, Shah HA, Feng J.",BMC Bioinformatics. 2022 Sep 28;23(Suppl 5):329. doi: 10.1186/s12859-022-04856-y.,https://pubmed.ncbi.nlm.nih.gov/36171550/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,Development of aDeep-Learning-Based Computerized Scoring Algorithm.,"Heo J, Hwang L.",Sensors (Basel). 2025 Apr 17;25(8):2537. doi: 10.3390/s25082537.,https://pubmed.ncbi.nlm.nih.gov/40285226/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,Deeplearningbased decision tree ensembles for incomplete medical datasets.,"Chiu CH, Ke SW, Tsai CF, Lin WC, Huang MW, Ko YH.",Technol Health Care. 2024;32(1):75-87. doi: 10.3233/THC-220514.,https://pubmed.ncbi.nlm.nih.gov/37248924/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,Measuring Domain Shift forDeepLearningin Histopathology.,"Stacke K, Eilertsen G, Unger J, Lundstrom C.",IEEE J Biomed Health Inform. 2021 Feb;25(2):325-336. doi: 10.1109/JBHI.2020.3032060. Epub 2021 Feb 5.,https://pubmed.ncbi.nlm.nih.gov/33085623/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,Addressing imbalance in health data: Synthetic minority oversampling usingdeeplearning.,"Wang AX, Le VT, Trung HN, Nguyen BP.",Comput Biol Med. 2025 Apr;188:109830. doi: 10.1016/j.compbiomed.2025.109830. Epub 2025 Feb 20.,https://pubmed.ncbi.nlm.nih.gov/39983361/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,A Fault Prediction and Cause Identification Approach in Complex Industrial Processes Based onDeepLearning.,Li Y.,Comput Intell Neurosci. 2021 Mar 5;2021:6612342. doi: 10.1155/2021/6612342. eCollection 2021.,https://pubmed.ncbi.nlm.nih.gov/33747072/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,Demonstrating the Viability of MappingDeepLearningBased EEG Decoders to Spiking Networks on Low-powered Neuromorphic Chips.,"Pals M, Belizon RJP, Berberich N, Ehrlich SK, Nassour J, Cheng G.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:6102-6105. doi: 10.1109/EMBC46164.2021.9629621.,https://pubmed.ncbi.nlm.nih.gov/34892509/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,Wushu Routine Movement and Diagnosis Based onDeepLearningand Symmetric Difference Algorithm.,"Yan S, Chen J, Huang H.",Comput Intell Neurosci. 2022 Jun 17;2022:1615923. doi: 10.1155/2022/1615923. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35755744/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,An improved data augmentation approach and its application in medical named entity recognition.,"Chen H, Dan L, Lu Y, Chen M, Zhang J.",BMC Med Inform Decis Mak. 2024 Aug 5;24(1):221. doi: 10.1186/s12911-024-02624-x.,https://pubmed.ncbi.nlm.nih.gov/39103849/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=120,A computational approach to investigating facial attractiveness factors using geometric morphometric analysis anddeeplearning.,"Sano T, Kawabata H.",Sci Rep. 2023 Nov 13;13(1):19797. doi: 10.1038/s41598-023-47084-x.,https://pubmed.ncbi.nlm.nih.gov/37957245/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,A Fault Prediction and Cause Identification Approach in Complex Industrial Processes Based onDeepLearning.,Li Y.,Comput Intell Neurosci. 2021 Mar 5;2021:6612342. doi: 10.1155/2021/6612342. eCollection 2021.,https://pubmed.ncbi.nlm.nih.gov/33747072/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,Deeplearningfor signal clock and exposure estimation in rolling shutter optical camera communication.,"Jurado-Verdu C, Guerra V, Rabadan J, Perez-Jimenez R.",Opt Express. 2022 Jun 6;30(12):20261-20277. doi: 10.1364/OE.458538.,https://pubmed.ncbi.nlm.nih.gov/36224776/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,Demonstrating the Viability of MappingDeepLearningBased EEG Decoders to Spiking Networks on Low-powered Neuromorphic Chips.,"Pals M, Belizon RJP, Berberich N, Ehrlich SK, Nassour J, Cheng G.",Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:6102-6105. doi: 10.1109/EMBC46164.2021.9629621.,https://pubmed.ncbi.nlm.nih.gov/34892509/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,Wushu Routine Movement and Diagnosis Based onDeepLearningand Symmetric Difference Algorithm.,"Yan S, Chen J, Huang H.",Comput Intell Neurosci. 2022 Jun 17;2022:1615923. doi: 10.1155/2022/1615923. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/35755744/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,A Comprehensive Assessment of Cultivation Environment of Top Innovative High-Level Talents Based onDeepLearningAlgorithm.,"Zhu W, Qin J.",J Environ Public Health. 2022 Sep 19;2022:4846103. doi: 10.1155/2022/4846103. eCollection 2022.,https://pubmed.ncbi.nlm.nih.gov/36193412/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,Mining influential genes based ondeeplearning.,"Kong L, Chen Y, Xu F, Xu M, Li Z, Fang J, Zhang L, Pian C.",BMC Bioinformatics. 2021 Jan 22;22(1):27. doi: 10.1186/s12859-021-03972-5.,https://pubmed.ncbi.nlm.nih.gov/33482718/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,A review on medical imaging synthesis usingdeeplearningand its clinical applications.,"Wang T, Lei Y, Fu Y, Wynne JF, Curran WJ, Liu T, Yang X.",J Appl Clin Med Phys. 2021 Jan;22(1):11-36. doi: 10.1002/acm2.13121. Epub 2020 Dec 11.,https://pubmed.ncbi.nlm.nih.gov/33305538/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,A computational approach to investigating facial attractiveness factors using geometric morphometric analysis anddeeplearning.,"Sano T, Kawabata H.",Sci Rep. 2023 Nov 13;13(1):19797. doi: 10.1038/s41598-023-47084-x.,https://pubmed.ncbi.nlm.nih.gov/37957245/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,DeepLearningMethods for Space Situational Awareness in Mega-Constellations Satellite-Based Internet of Things Networks.,"Massimi F, Ferrara P, Benedetto F.",Sensors (Basel). 2022 Dec 23;23(1):124. doi: 10.3390/s23010124.,https://pubmed.ncbi.nlm.nih.gov/36616722/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=121,Optimizing coagulant dosage usingdeeplearningmodels with large-scale data.,"Kim J, Hua C, Kim K, Lin S, Oh G, Park MH, Kang S.",Chemosphere. 2024 Feb;350:140989. doi: 10.1016/j.chemosphere.2023.140989. Epub 2023 Dec 20.,https://pubmed.ncbi.nlm.nih.gov/38135126/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=122,Image-based nutrient estimation for Chinese dishes usingdeeplearning.,"Ma P, Lau CP, Yu N, Li A, Liu P, Wang Q, Sheng J.",Food Res Int. 2021 Sep;147:110437. doi: 10.1016/j.foodres.2021.110437. Epub 2021 May 24.,https://pubmed.ncbi.nlm.nih.gov/34399450/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=122,Identifying Bacteria Species on Microscopic Polyculture Images UsingDeepLearning.,"Borowa A, Rymarczyk D, Ochonska D, Sroka-Oleksiak A, Brzychczy-Wloch M, Zielinski B.",IEEE J Biomed Health Inform. 2023 Jan;27(1):121-130. doi: 10.1109/JBHI.2022.3209551. Epub 2023 Jan 4.,https://pubmed.ncbi.nlm.nih.gov/36155470/
https://pubmed.ncbi.nlm.nih.gov/?term=deep%20learning&page=122,DL-MRI: A Unified Framework ofDeepLearning-Based MRI Super Resolution.,"Liu H, Liu J, Li J, Pan JS, Yu X.",J Healthc Eng. 2021 Apr 9;2021:5594649. doi: 10.1155/2021/5594649. eCollection 2021.,https://pubmed.ncbi.nlm.nih.gov/33897991/
